===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,Strategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
49,,49,1999-03-15 00:00:00,129.9375,131.25,129.5,131.21875,5394400.0,,Strategy,49,729828.0,Broker,49,8696.5625,10008.75,BuySell,49,,,Trades - Net Profit/Loss,49,,
50,,50,1999-03-16 00:00:00,131.125,131.65625,130.46875,130.71875,4547500.0,,Strategy,50,729829.0,Broker,50,8696.5625,10003.75,BuySell,50,,,Trades - Net Profit/Loss,50,,
51,,51,1999-03-17 00:00:00,130.6875,130.9375,129.625,130.15625,4524100.0,,Strategy,51,729830.0,Broker,51,8696.5625,9998.125,BuySell,51,,,Trades - Net Profit/Loss,51,,
52,,52,1999-03-18 00:00:00,129.78125,132.375,129.75,132.25,3506300.0,,Strategy,52,729831.0,Broker,52,8696.5625,10019.0625,BuySell,52,,,Trades - Net Profit/Loss,52,,
53,,53,1999-03-19 00:00:00,132.3125,132.625,129.6875,129.6875,5526700.0,,Strategy,53,729832.0,Broker,53,8696.5625,9993.4375,BuySell,53,,,Trades - Net Profit/Loss,53,,
54,,54,1999-03-22 00:00:00,130.0625,130.59375,129.421875,129.9375,4603800.0,,Strategy,54,729835.0,Broker,54,8696.5625,9995.9375,BuySell,54,,,Trades - Net Profit/Loss,54,,
55,,55,1999-03-23 00:00:00,129.3125,129.53125,125.703125,126.1875,9713800.0,,Strategy,55,729836.0,Broker,55,8696.5625,9958.4375,BuySell,55,,,Trades - Net Profit/Loss,55,,
56,,56,1999-03-24 00:00:00,126.84375,127.171875,125.625,126.90625,6280900.0,,Strategy,56,729837.0,Broker,56,9965.0,9965.0,BuySell,56,,129.079453125,Trades - Net Profit/Loss,56,,-6.5625
57,,57,1999-03-25 00:00:00,128.0625,129.5,127.75,129.5,6639600.0,,Strategy,57,729838.0,Broker,57,9965.0,9965.0,BuySell,57,,,Trades - Net Profit/Loss,57,,
58,,58,1999-03-26 00:00:00,128.625,129.125,127.71875,128.5625,6159700.0,,Strategy,58,729839.0,Broker,58,8678.75,9964.375,BuySell,58,125.80296875,,Trades - Net Profit/Loss,58,,
59,,59,1999-03-29 00:00:00,129.15625,131.4375,129.15625,131.15625,5863900.0,,Strategy,59,729842.0,Broker,59,9970.3125,9970.3125,BuySell,59,,133.40906249999998,Trades - Net Profit/Loss,59,5.3125,
60,,60,1999-03-30 00:00:00,129.9375,131.21875,129.5625,130.46875,5401400.0,,Strategy,60,729843.0,Broker,60,8670.9375,9975.625,BuySell,60,127.6190625,,Trades - Net Profit/Loss,60,,
61,,61,1999-03-31 00:00:00,131.15625,131.609375,128.3125,128.375,7413600.0,,Strategy,61,729844.0,Broker,61,8670.9375,9954.6875,BuySell,61,,,Trades - Net Profit/Loss,61,,
62,,62,1999-04-01 00:00:00,129.6875,129.6875,128.125,129.34375,7683600.0,,Strategy,62,729845.0,Broker,62,9967.8125,9967.8125,BuySell,62,,131.6328125,Trades - Net Profit/Loss,62,,-2.5
63,,63,1999-04-05 00:00:00,130.9375,132.59375,130.25,132.40625,5791100.0,,Strategy,63,729849.0,Broker,63,9967.8125,9967.8125,BuySell,63,,,Trades - Net Profit/Loss,63,,
64,,64,1999-04-06 00:00:00,132.1875,132.984375,131.15625,132.09375,5381300.0,,Strategy,64,729850.0,Broker,64,8645.9375,9966.875,BuySell,64,129.18890625,,Trades - Net Profit/Loss,64,,
65,,65,1999-04-07 00:00:00,132.6875,133.375,131.375,133.15625,6248600.0,,Strategy,65,729851.0,Broker,65,8645.9375,9977.5,BuySell,65,,,Trades - Net Profit/Loss,65,,
66,,66,1999-04-08 00:00:00,133.1875,134.9375,132.28125,134.84375,5909100.0,,Strategy,66,729852.0,Broker,66,8645.9375,9994.375,BuySell,66,,,Trades - Net Profit/Loss,66,,
67,,67,1999-04-09 00:00:00,134.4375,135.5,133.59375,134.875,4365800.0,,Strategy,67,729853.0,Broker,67,8645.9375,9994.6875,BuySell,67,,,Trades - Net Profit/Loss,67,,
68,,68,1999-04-12 00:00:00,133.46875,136.40625,133.21875,136.3125,8213200.0,,Strategy,68,729856.0,Broker,68,8645.9375,10009.0625,BuySell,68,,,Trades - Net Profit/Loss,68,,
69,,69,1999-04-13 00:00:00,136.25,136.46875,134.5,135.4375,10071400.0,,Strategy,69,729857.0,Broker,69,8645.9375,10000.3125,BuySell,69,,,Trades - Net Profit/Loss,69,,
70,,70,1999-04-14 00:00:00,136.0625,136.0625,132.6875,133.15625,11551700.0,,Strategy,70,729858.0,Broker,70,8645.9375,9977.5,BuySell,70,,,Trades - Net Profit/Loss,70,,
71,,71,1999-04-15 00:00:00,133.4375,133.5625,131.0,132.65625,11150000.0,,Strategy,71,729859.0,Broker,71,8645.9375,9972.5,BuySell,71,,,Trades - Net Profit/Loss,71,,
72,,72,1999-04-16 00:00:00,132.90625,132.90625,131.1875,131.53125,6476200.0,,Strategy,72,729860.0,Broker,72,8645.9375,9961.25,BuySell,72,,,Trades - Net Profit/Loss,72,,
73,,73,1999-04-19 00:00:00,132.6875,134.53125,128.375,129.5,12487200.0,,Strategy,73,729863.0,Broker,73,9972.8125,9972.8125,BuySell,73,,136.54921875,Trades - Net Profit/Loss,73,5.0,
74,,74,1999-04-20 00:00:00,129.8125,131.1875,129.0,131.125,9049600.0,,Strategy,74,729864.0,Broker,74,9972.8125,9972.8125,BuySell,74,,,Trades - Net Profit/Loss,74,,
75,,75,1999-04-21 00:00:00,131.0625,135.625,130.40625,134.875,5772200.0,,Strategy,75,729865.0,Broker,75,9972.8125,9972.8125,BuySell,75,,,Trades - Net Profit/Loss,75,,
76,,76,1999-04-22 00:00:00,135.125,136.375,134.390625,136.15625,6897400.0,,Strategy,76,729866.0,Broker,76,8621.5625,9983.125,BuySell,76,132.374765625,,Trades - Net Profit/Loss,76,,
77,,77,1999-04-23 00:00:00,135.875,136.75,135.0,135.8125,4593100.0,,Strategy,77,729867.0,Broker,77,8621.5625,9979.6875,BuySell,77,,,Trades - Net Profit/Loss,77,,
78,,78,1999-04-26 00:00:00,136.5,136.8125,135.46875,136.59375,3606500.0,,Strategy,78,729870.0,Broker,78,8621.5625,9987.5,BuySell,78,,,Trades - Net Profit/Loss,78,,
79,,79,1999-04-27 00:00:00,137.125,137.5,135.84375,137.25,5147200.0,,Strategy,79,729871.0,Broker,79,8621.5625,9994.0625,BuySell,79,,,Trades - Net Profit/Loss,79,,
80,,80,1999-04-28 00:00:00,136.4375,137.25,135.0,135.375,5544300.0,,Strategy,80,729872.0,Broker,80,8621.5625,9975.3125,BuySell,80,,,Trades - Net Profit/Loss,80,,
81,,81,1999-04-29 00:00:00,135.5625,136.0625,133.8125,134.34375,9824300.0,,Strategy,81,729873.0,Broker,81,8621.5625,9965.0,BuySell,81,,,Trades - Net Profit/Loss,81,,
82,,82,1999-04-30 00:00:00,135.09375,135.625,131.5,133.25,10991900.0,,Strategy,82,729874.0,Broker,82,8621.5625,9954.0625,BuySell,82,,,Trades - Net Profit/Loss,82,,
83,,83,1999-05-03 00:00:00,133.4375,135.84375,133.09375,135.6875,10709700.0,,Strategy,83,729877.0,Broker,83,9955.9375,9955.9375,BuySell,83,,137.88140625,Trades - Net Profit/Loss,83,,-16.875
84,,84,1999-05-04 00:00:00,135.125,135.8125,133.125,133.75,10509300.0,,Strategy,84,729878.0,Broker,84,8604.6875,9942.1875,BuySell,84,131.128125,,Trades - Net Profit/Loss,84,,
85,,85,1999-05-05 00:00:00,133.9375,135.0625,131.84375,134.8125,10032300.0,,Strategy,85,729879.0,Broker,85,9944.0625,9944.0625,BuySell,85,,137.0884375,Trades - Net Profit/Loss,85,,-11.875
86,,86,1999-05-06 00:00:00,134.4375,135.125,132.375,133.984375,13507200.0,,Strategy,86,729880.0,Broker,86,8599.6875,9939.53125,BuySell,86,130.389375,,Trades - Net Profit/Loss,86,,
87,,87,1999-05-07 00:00:00,134.5,135.125,133.4375,135.0,8680700.0,,Strategy,87,729881.0,Broker,87,9944.6875,9944.6875,BuySell,87,,137.151875,Trades - Net Profit/Loss,87,0.625,
88,,88,1999-05-10 00:00:00,134.84375,135.71875,133.53125,134.328125,5580100.0,,Strategy,88,729884.0,Broker,88,8596.25,9939.53125,BuySell,88,131.52828125,,Trades - Net Profit/Loss,88,,
89,,89,1999-05-11 00:00:00,135.3125,136.875,134.71875,135.6875,7000600.0,,Strategy,89,729885.0,Broker,89,9949.375,9949.375,BuySell,89,,138.928125,Trades - Net Profit/Loss,89,4.6875,
90,,90,1999-05-12 00:00:00,135.75,137.21875,131.5,136.75,13865800.0,,Strategy,90,729886.0,Broker,90,8591.875,9959.375,BuySell,90,129.5275,,Trades - Net Profit/Loss,90,,
91,,91,1999-05-13 00:00:00,137.25,138.0,136.8125,137.34375,4485700.0,,Strategy,91,729887.0,Broker,91,8591.875,9965.3125,BuySell,91,,,Trades - Net Profit/Loss,91,,
92,,92,1999-05-14 00:00:00,134.5625,135.875,133.5,133.78125,8370100.0,,Strategy,92,729888.0,Broker,92,8591.875,9929.6875,BuySell,92,,,Trades - Net Profit/Loss,92,,
93,,93,1999-05-17 00:00:00,133.625,134.484375,132.375,134.1875,6268100.0,,Strategy,93,729891.0,Broker,93,9928.125,9928.125,BuySell,93,,136.501640625,Trades - Net Profit/Loss,93,,-21.25
94,,94,1999-05-18 00:00:00,134.53125,134.984375,132.625,133.9375,8218600.0,,Strategy,94,729892.0,Broker,94,9928.125,9928.125,BuySell,94,,,Trades - Net Profit/Loss,94,,
95,,95,1999-05-19 00:00:00,134.46875,135.0,133.25,134.90625,5052400.0,,Strategy,95,729893.0,Broker,95,9928.125,9928.125,BuySell,95,,,Trades - Net Profit/Loss,95,,
